text,label,stock_code,stock_name,change
四家外資目標價曝yahoo新聞台積電魏哲家點出供電問題重要性 ai時代下電力需求激增 台達電 成為關鍵角色,1,2308,台達電子,2.9787234042553195
一文看懂美日台韓在半導體的競合關係今周刊最近有南韓訪問團來台 我受邀做了一場演講 談美中科技競賽與台韓半導體競合關係,1,2330,台積電,1.13314447592068
台積電 抱誰過年終極評比 選神山過年宛如徒手攀岩,1,2330,台積電,1.13314447592068
台積電奈米客戶曝光 專家點名這幾檔 需求強到不行 張庭維 新聞storm mg台股封關進入最後個交易日倒數 該買還是該賣,1,2330,台積電,1.13314447592068
天前奈米製程相關新聞台積電熊本二廠改採奈米 魏哲家拜會高市早苗 日政府將提供支援yahoo新聞 小時前日官房長官 台積電熊本奈米廠符合日政府戰略目標聯合新聞網 小時前台積電擬在日量產奈米晶片 高市早苗 令人振奮自由時報 秒前加權指數相關新聞台股早盤挫逾點失守點 台積電跌元中央社 cna 小時前台積電跌元 台股下跌點 暫時失守萬yahoo新聞 小時前台積電跌元至 台股跌點回測ettoday財經雲 小,1,2330,台積電,1.13314447592068
每次有類似的演講 最精彩的都是交流時間 大家很踴躍發言提問 天前封關還是封棺,1,2330,台積電,1.13314447592068
許多投資人都困擾不已 尤其台股近期幾乎不跌 維持在高檔 權值股台積電 台達電等成了股民們的觀察指標,1,2330,台積電,1.13314447592068
台積電 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2330,台積電,1.13314447592068
法人點名聯發科與台積電買進一次看 財經newtalk新聞 小時前台積電在內,1,2330,台積電,1.13314447592068
rapidus在年度期間 自民間企業籌得的資金規模預估將高於原先預期 將超過億日圓 原先計劃 小時前同為國家支柱 為何三星在南韓常被罵 台積電卻被台灣稱為 護國神山,1,2330,台積電,1.13314447592068
台積電 指數盤中同刷高 創億天量自由財經財經頻道 綜合報導 台股今在台積電飆元新高 指數同步大漲登點新高 不過 在晶圓雙雄大翻車 加上近期熱門的面板 abf載板 記憶體等賣單釋出 天前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,1,2330,台積電,1.13314447592068
選另檔一覺醒來獲利差倍 上市櫃旺得富理財網台股封關日已定於月日 下周三 為春節前最後一個交易日 由於此次有長達天休市期 是否 抱股過年 再度成為熱議話題 投資專家建議 小時前日媒曝台積電熊本二廠 直攻奈米 投資金額暴增至億tvbs新聞網據日媒透露 台積電已敲定在熊本量產日本國內首見的 奈米 最先進半導體 投資規模也將從原本的億美元 約新台幣億元 飆升至億美元 約新 小時前台股豬羊變色收跌點,1,2330,台積電,1.13314447592068
外媒點名檔 被低估 科技股 多頭行情才正要開始自由財經 小時前分析師 台積電未來數年恐難滿足ai需求電子工程專輯 天前股市封關倒數該留 該跑,1,2330,台積電,1.13314447592068
全部新聞影片圖片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序台灣積體電路製造相關新聞誰吃下ai大餅,1,2330,台積電,1.13314447592068
全部新聞地圖圖片 影片 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序焦點新聞記憶體股價急殺又如何,0,2344,華邦電子,-6.4655172413793105
三大法人同步砍逾萬張 刀刀見骨自由財經 天前連刷筆 賣單,0,2344,華邦電子,-6.4655172413793105
法人 群聯 華邦電年收有望戰千億元大關 日報工商時報 天前華邦電總座信心喊話沒用 爆萬張大量一度跌停yahoo股市 天前華邦電 力積電不妙 記憶體 cpo狼真的來了 小心股價腰斬,0,2344,華邦電子,-6.4655172413793105
又一陸廠出手ddr甩賣慘況曝分析師說話了南亞科 華邦電次評 這檔 沒得逃 上市櫃旺得富理財網 天前華邦電屍橫遍野,0,2344,華邦電子,-6.4655172413793105
華邦電不是最慘 這檔天爆砍近萬張最慘自由財經財經頻道 綜合報導 台股週二 日 在台積電 聯發科等重量級電子股領攻 指數開高收高 終場大漲點 收復點 而外資在賣超近千億後 天前目標價砍到元引爆賣壓,0,2344,華邦電子,-6.4655172413793105
他以過去航海王為例 小時前台股強彈外資賣超前大出爐,0,2344,華邦電子,-6.4655172413793105
達人 別掉進主力陷阱經濟日報 天前記憶體史詩級屠殺還沒完,0,2344,華邦電子,-6.4655172413793105
專家曝操作心法 千萬別梭哈 梁敬舟 全解析storm mg這波記憶體族群的修正來得又急又猛 市場恐慌情緒蔓延,0,2344,華邦電子,-6.4655172413793105
華邦電子 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,0,2344,華邦電子,-6.4655172413793105
杜大師 看好至明年月 原因曝 站對位置超好賺 上市櫃旺得富理財網華邦電 力積電 月日遭打入跌停板 股市老先覺杜金龍認為是讓 還沒上車的趕快上車 只是漲多休息 不用過於擔心,0,2344,華邦電子,-6.4655172413793105
根據盤面觀察 不僅僅是華邦電 同族群中共有高達 檔個股在盤中觸及或逼近跌停價位 顯示賣方力道 天前華邦電 力積電暴跌快上車,0,2344,華邦電子,-6.4655172413793105
大戶砸盤華邦電 網笑 殺人還誅心yahoo股市 天前華邦電 南亞科 慘遭提款,0,2344,華邦電子,-6.4655172413793105
記憶體大廠 爆近萬量下殺逾 yahoo股市 ftnn新聞網 記者蕭廷芬 綜合報導台股今 日早盤受到美股上週五全面收黑影響 加權指數以 點開出 較前一交易日下跌 點 隨後賣壓持續擴大 天前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,0,2344,華邦電子,-6.4655172413793105
中信金以萬元奪得最高平均酬金 遙遙領先其他公司,1,2498,宏達電,5.045871559633017
全部新聞影片 圖片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序宏達電四路並進 力拚ai眼鏡銷售動能digitimes宏達電首款ai眼鏡vive eagle推出後 相關營運布局持續展開 除擴增銷售地區 拓展生態系與服務 增設通路合作夥伴之外 宏達電也續透過提升ai,1,2498,宏達電,5.045871559633017
天前續攻虛擬實境商機宏達電發表vive eagle全效鏡片款 產業工商時報宏達電 htc 續攻虛擬實境平台與生態系統 日宣布 隨著ai 穿戴應用逐步走向日常化 htc 持續深化產品組合 限量推出以極致清晰的室內透光視野 極速變色 天前家公司虧錢 董事酬金不減反增 宏達電 友達上榜yahoo股市依據臺灣證券交易所與櫃買中心的統計 年上市櫃公司虧損 但董事們的酬金卻增加 上市公司由宏達電 友達各以 萬,1,2498,宏達電,5.045871559633017
新款產品以極致清晰的室內 天前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,1,2498,宏達電,5.045871559633017
宏達電 友達成 肥貓榜 雙冠王數位時代在年關前夕 證交所公布年上市公司董監酬金支出情況,1,2498,宏達電,5.045871559633017
宏達電 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2498,宏達電,5.045871559633017
htc幾退出手機舞台自由財經記者王憶紅 專題報導 年月日宏達電 發表全球第一款觸控式手機htc touch 而蘋果首款觸控式手機iphone也在當年月日發表 當年市場還在 天前 通網股 ai穿戴走向日常宏達電vive eagle導入全效變色鏡片 上市櫃旺得富理財網 時報記者王逸芯台北報導 隨著ai穿戴裝置逐步走向日常應用 宏達電 持續擴充旗下智慧眼鏡產品線 宣布限量推出 vive eagle全效變,1,2498,宏達電,5.045871559633017
在購地策略上 興富發將緊貼政策與重大建設 個月前興富發法說會 房市漸回暖 未來年迎交屋高峰 年年完工量逾億元經濟日報興富發法說會 房市漸回暖未來年迎交屋高峰 年年完工量逾億元 興富發 日召開法說會 興富發副總經理暨發言人廖昭雄表示 月房市買氣有好轉 個月前podcast ep 營建股最壞情況已過 興富發 即將否極泰來,1,2542,興富發,1.8791946308724907
全部新聞圖片影片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序預售屋契約違規建商曝光,1,2542,興富發,1.8791946308724907
廖昭雄表示 未來三年將迎交屋高峰 每年完工量均超過億元 此外 明年將 個月前興富發重啟購地 房市小陽春現蹤,1,2542,興富發,1.8791946308724907
首先檢視 陳重銘 不敗存股術app 法人系統 預估興富發 年eps 雖然 個月前前季獲利衰退 興富發 調整購地策略 跟著政策走 ettoday房產雲前季獲利衰退興富發 調整購地策略 跟著政策走 興富發 今 日 舉行法說會 該公司雖然前季營收僅 億元 但 月迎來交屋潮 並積極辦理交 個月前興富發 全年完工量拚億工商時報興富發第四季進入業績衝刺期 至於年 推估大概會有億元的完工量 年也維持在億元水準 ,1,2542,興富發,1.8791946308724907
展望興富發 未來營運 預估 年有總銷約 億元的新建案完工 且 年更可翻倍成長達 億元以上,1,2542,興富發,1.8791946308724907
看好興富發 週前興富發看好房市不再悲觀,1,2542,興富發,1.8791946308724907
累計 個月前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,1,2542,興富發,1.8791946308724907
明年推案逾千億元 交屋高峰三年可期yahoo股市興富發今年已完成個新屋案 兩案 完銷 五案銷售率達八成以上 總銷 億元,1,2542,興富發,1.8791946308724907
櫻花 興富發都上榜 消保處授招自保地產天下不少購屋族選擇預售屋降低購屋負擔 但預售屋看不到實品 契約內容更應重視 為保障消費者購屋權益 行政院消費者保護處檢視建商對於 預售屋買賣定型化 小時前興富發將持續購地 對明年房市沒有 再悲觀 看法中央社 cna至於未來營運策略 因興富發先前法說會曾表示將停止購地 廖昭雄說 隨著政策些微鬆綁 興富發仍會持續關注售地市場 不會停止購地 這也是為了未來至年的發展,1,2542,興富發,1.8791946308724907
新聞推案方面 興富發明年將推出大新案 其中案為商辦 總銷金額達 億元 分布於台北 桃園 台中 高雄等地,1,2542,興富發,1.8791946308724907
興富發 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2542,興富發,1.8791946308724907
雖然部份建案可能有遞延至 年才認列的風險 但排除相關建案後仍可比 facebook 個月前萬泰科 切入 ai 伺服器 低軌道衛星 獲利將創歷史新高 不敗教主陳重銘cmoney投資網誌在我的存股清單中 興富發 已經跌到相對便宜 今天再幫大家更新內容,1,2542,興富發,1.8791946308724907
為避免往年急診塞爆 健保署今年砸下億元重金 首度實施除夕至初三診察費翻倍獎勵,1,2603,長榮,2.4456521739130435
據台中市衛生局統計 小時前 長榮 成交量這樣差 但是籌碼非常安定 cmoney 股市爆料同學會cmoney多億的股本 千多張的成交量 換句話說 籌碼非常安定 大股東和投信及外資都沒有殺出的慾望 賣單看起來都是散戶 低檔吸籌 如果目標真的要站上 當然是先 分鐘前航空業歐洲線戰局升溫星宇月日首航布拉格華航 長榮航也加碼布局 產業綜合 產經聯合新聞網航空業歐洲線戰局升溫 星宇 將首度飛進歐洲 根據布拉格,1,2603,長榮,2.4456521739130435
tnl the news lens 關鍵評論網本文件檢視年台灣航空業,1,2603,長榮,2.4456521739130435
華航 長榮憑藉穩健財務與客貨運佈局維持獲利,1,2603,長榮,2.4456521739130435
長榮 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2603,長榮,2.4456521739130435
長榮中學閃耀全國發明展 府城唯一獲獎學校蕃新聞 創新聞記者陳聖璋 台南報導 台南市私立長榮高級中學在 ieyi 世界青少年發明展台灣選 分鐘前長榮空服員抱病服勤離世 座艙長記大過 拔管理職 生活中央社 cna長榮名空服員抱病服勤返台後離世 長榮航空以座艙長未即時通報異常事件等 予記大過及拔管理職,1,2603,長榮,2.4456521739130435
全部新聞影片圖片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序解析航空四雄戰略與隱憂 華航吃ai 長榮攻美 虎航穩賺 星宇靠什麼,1,2603,長榮,2.4456521739130435
相較之下 星宇雖營收高成長 然其擴張策略致財務承壓 凸顯健全財務結構於 小時前賠錢守歲看診成絕響 長榮診所鄭國揚醫師病逝 沒等到健保給付翻倍msn農曆春節天長假將至 台中市醫療量能進入備戰狀態,1,2603,長榮,2.4456521739130435
空服員工會則表示 座艙長疑似職場霸凌 長榮航空應公布 天前長榮航太q業績看旺 全年成長亦看好 新聞moneydj理財網moneydj新聞 劉莞青發佈 長榮航太 受惠無人機標案認列與維修 mro 業務成長挹注 去年第四季營收寫下新高 獲利表現同步看好 天前教部攜手華航 長榮 助力名青年海外圓夢新住民全球新聞網教育部青年署辦理 青年百億海外圓夢基金計畫 今年預計提供億元 送逾名青年出國 青年署也與華航,1,2603,長榮,2.4456521739130435
小時前棒球相關新聞華航贊助team taiwan包機 陪伴台灣選手前進日本wbc世界棒球經典賽經濟日報 天前前進日本wbc,1,2610,華航,3.1890660592255093
全部新聞圖片影片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序華航奪skyteam 永續航空燃油轉型影響獎 多項永續成果齊發中央社 cna中華航空於第屆天合聯盟skyteam 航空飛行挑戰 the aviation challenge tac 再獲肯定 憑藉首度於,1,2610,華航,3.1890660592255093
星宇航空 首航捷克布拉格 產業工商時報捷克布拉格機場今 日宣布 星宇航空 將於月日開通歐洲首個航點布拉格定期直飛航線 初期每週營運班 預計月起增至每週班 象徵星宇全球航網 小時前機艙變客廳,1,2610,華航,3.1890660592255093
華航力挺 贊助team taiwan包機 yahoo新聞 天前月瘋wbc 華航贊助team taiwan包機中央社 cna 天前華航 星宇 打響布拉格空戰yahoo股市國籍航空大戰歐陸天空 最新熱點是看好台積鏈加持的捷克布拉格航線客貨運雙好 中華航空自年率先獨飛 今年月日起將增班至每周三班 積極鞏固戰果 小時前華航贊助wbc中華隊包機 即起同步推日本航線折優惠ettoday新聞雲世界棒球經典賽月在,1,2610,華航,3.1890660592255093
網友搭華航爽嗑鹹酥雞 追bts 驚覺 太像家 嚇到掀熱議蕃新聞記者 李明真報導 出國搭飛機最怕長途航程枯燥乏味 但如果能在萬呎高空一邊吃著熱騰騰的台灣鹹酥雞 一邊看著偶像的演唱會 那會是什麼樣的體驗,1,2610,華航,3.1890660592255093
華航 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2610,華航,3.1890660592255093
為達成 小時前安大略國際機場相關新聞華航加州安大略線 旅客破百萬人次 圖 yahoo新聞 天前華航安大略線破百萬旅客 機場高層 亞洲重要門戶 國際中央社 cna 天前華航安大略航線人次破百萬 成亞洲往返重要門戶大紀元 天前跟華航搶客,1,2610,華航,3.1890660592255093
凡以新資金單筆存入新臺幣萬元以上 即可辦理 週前 遠東銀 向 新資金 招手遠銀推年期定存年息 cmoney 股市爆料同學會理財寶台股續創新高 但在當前不確定的金融環境下 仍有部分投資人有意將資金暫時停泊於高安全性的存款專案 遠東商銀延續年的多項優利存款專案 逆勢推出市場少見的年 週前 即時新聞 遠東銀最新宣布攜手新創alleypin推出nova聯名卡攻醫療支付cmoney投資網誌遠東商銀 持續拓展,1,2845,遠東銀,1.2195121951219396
遠東銀 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2845,遠東銀,1.2195121951219396
年月 個月前 遠東商銀 觀注日本選舉 日圓走勢疲弱鉅亨網 usd jpy 投資人持續消化美國總統川普提名瓦爾許擔任聯邦儲備理事會 fed 下任主席消息 市場預期瓦爾許不太可能推動快速降息 且緩解對fed 獨立性 小時前保費刷遠銀指定信用卡 單筆滿額最高回饋 卡優新聞網活動內容 保費單筆滿nt 含 以上 刷遠銀信用卡享保費期利率 須於當期結帳日 不含 前日登錄完成 限信用額度內,1,2845,遠東銀,1.2195121951219396
登錄成功並符合條件且於 週前向 新資金 招手 遠銀推年期定存年息 自由財經儘管近年全球金融市場已進入降息循環 遠東商銀即日起至年月日 提供市場少見的年期定存 年息達,1,2845,遠東銀,1.2195121951219396
周添財 個月前遠東銀經國樂富分行開幕 邀名師剖析家族傳承祕辛經濟日報遠東商銀持續將品牌核心 遠銀十樂 具象化 為提供客戶更優質 舒適的空間服務 遠東商銀經國樂富分行搬遷至新竹市北區東大路二 天前 金融股 遠東銀經國樂富分行喬遷開幕升級在地服務 上市櫃旺得富理財網 時報記者林資傑台北報導 遠東銀 持續具象化 遠銀十樂 品牌核心 為提供客戶更優質舒適的空間服務 將經國樂富分行搬遷至新竹市北區東大路二 ,1,2845,遠東銀,1.2195121951219396
為兼顧 個月前獨家 專業經理人出頭 礦工之子 將掌遠東銀董座新新聞獨家 專業經理人出頭 礦工之子 將掌遠東銀董座 也因如此 周添財的出線 對於遠東銀降低家族色彩 首見專業經理人掌舵 具有重要意義,1,2845,遠東銀,1.2195121951219396
全部新聞圖片影片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序遠東銀明年股利上看 元 股票 現金各半yahoo股市針對股東關切的股利政策 遠銀執行副總經理林建忠說明 首先 全年eps 力拚 元以上 希望維持每股配發 元水準 股利中約半數以股票股利發放,1,2845,遠東銀,1.2195121951219396
透過旗下bankee社群銀行推出企業卡 週前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,1,2845,遠東銀,1.2195121951219396
天前華南金站上所有均線 日報工商時報華南金控 月單月合併稅後純益為 億元 累計至月合併稅後純益為 億元 年增 億元或 每股稅後盈餘為 元 每股淨值為 天前公股四金二銀年合賺近億元,1,2880,華南金,1.2213740458015223
華南金 聯電被推爆 內行點名檔cp值超高 手慢無 ftnn新聞不少小資族 零股族在存股之餘 最期待的就是每年的 股東紀念品,1,2880,華南金,1.2213740458015223
華南金 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2880,華南金,1.2213740458015223
其中 兆豐金 以全年稅後盈餘 億元 蟬聯獲利王 華南金 週前群電 漲價危機已過 受惠 大產品線需求 前 季獲利遠超去年,1,2880,華南金,1.2213740458015223
華南金去年eps贏第一金 暌違年首見 陳怡慈 新聞storm mg中華職棒昔日簽賭 打假球風暴喧騰一時 涉及假球案入獄服刑的嘉義縣議員 雨刷 蔡政宜 後因涉及億元跨境洗錢案 被檢方起訴求處年重刑 檢調更在其 週前華南金獲利破億元 對公股併購採開放態度卡優新聞網華南金控今 日公布今 年前季營運績效 截至月底整體稅後淨利為 億元 年成長 每股稅後盈餘 eps 為 元 年化股東權益報酬率 roe 與年化,1,2880,華南金,1.2213740458015223
不敗教主陳重銘cmoney投資網誌 圖片來源 shutterstock 華南金 華南銀行 佔獲利 成以上 華南金成立於 年 是由華南銀行 永昌綜合證券以股權轉換方式設立 之後陸續併入華南產物 天前買股就送紀念品,1,2880,華南金,1.2213740458015223
網友點名 週前華南銀尾牙席開桌 董座陳芬蘭喊 腰痛 上台抽獎後閃離ettoday財經雲華南金 旗下子公司華南銀今 日舉行年度尾牙 席開多桌 傳出倦勤獲財政部力挽的華南金暨華南銀董事長陳芬蘭上台與員工同歡 不過她以 腰痛 週前哇塞,1,2880,華南金,1.2213740458015223
近日有網友在社群平台發問 哪些股票 零股 就能領到紀念品 引發熱烈討論,1,2880,華南金,1.2213740458015223
兆豐金蟬聯獲利王 華南金eps睽違年反超第一金yahoo股市公股四金二銀年獲利全數出爐 合計獲利 億元 年增 續創歷史新高,1,2880,華南金,1.2213740458015223
全部新聞圖片影片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序華南金 銀行強化高資產服務 amc攻北市都更台視全球資訊網moneydj新聞 數位內容中心發佈華南金 旗下華南銀行近期在專業人才與不動產投資兩端同步動作 展現資產管理與財富管理業務的 分鐘前今日最夯股 ,1,2880,華南金,1.2213740458015223
富邦金控董事長蔡明興半開玩笑表示 剛剛進場時感受到現場熱情應該是歷年之最 一度讓他覺得 週前富邦金鉅額成交張於 元漲停價 距離百元僅差 元工商時報臺灣證券交易所公布今 日鉅額交易個股成交統計 其中 最受關注的是富邦金 透過配對交易成交在 元 共成交張 總金額為萬元,1,2881,富邦金,2.43093922651934
富邦今天 天前富邦金內外並進守護資產 打造企業信任與防詐核心力ithome富邦金控資安長蘇清偉將二十六年警務實戰經驗 移植到強調法遵和監管的金融業 建立 一條鞭 式的治理模式與 白名單 策略 在無聲中 築起捍衛百萬客戶 天前蔡明興 富邦金年終獎金會優於去年 加薪估月出爐 產經中央社 cna 中央社記者呂晏慈台北日電 富邦金去年獲利新台幣 億元 連續第年蟬聯金控業每股盈餘獲利王,1,2881,富邦金,2.43093922651934
在即 上市櫃公司舉辦尾牙祭出大獎犒賞同仁 年終獎金 加薪等留才福利成熱門話題 市場傳出 最敢發 小時前 即時新聞 富邦金盤後驚見 元漲停價 外資逆勢買超逾千張cmoney投資網誌台股今日開局雖重挫點 金融龍頭富邦金 卻出現引人注目的盤後鉅額交易 一筆張的配對成交價格落在 元 不僅是今日現貨的漲停價 更逼近百元 天前金控去年股息衝 億 富邦 國泰 中信金每股可望配逾元 金融脈動 金融經濟日報經濟日報,1,2881,富邦金,2.43093922651934
富邦金 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2881,富邦金,2.43093922651934
富邦金控董事長蔡明興今天表示 大部分員工所領的年終 週前數位理財新升級富邦金子公司推新app與線上投保服務 財經newtalk新聞隨國人理財行為已逐步由實體通路轉向 以手機 電腦為核心 的數位使用情境 富邦金控 與旗下子公司以科技驅動金融服務升級 打造便捷數位理財體驗 天前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,1,2881,富邦金,2.43093922651934
全部新聞圖片影片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序富邦金上月只賺 億元原因出爐 去年每股獲利 元蟬聯年獲利王yahoo股市富邦金控 今 日公布年自結算 其中壽險子公司富邦人壽單月一次提存 獲利做為外匯價格變動準備金億元 上月轉盈為虧 金控單月只賺 週前,1,2881,富邦金,2.43093922651934
檔殖利率衝破 法人瘋傳存股名單曝光 中信金 玉山金填息力最勇 上市櫃旺得富理財網富邦金 日前公布全年度合併稅後淨利達 億元 成功達成金控獲利王連霸 每股獲利 eps 王同樣由富邦金以 元拿下 台新新光金 在 小時前蟬連年金控獲利王豪華謝年會登場 富邦金董座蔡明興承諾替員工加薪 看好台股後市續漲財訊富邦集團今 日舉辦謝年會 近 萬名員工齊聚南港展覽館,1,2881,富邦金,2.43093922651934
這銀行 要發個月 富邦金董座保證 優於去年東森電視台股日封關 迎接金馬年休市天 日開紅盤,1,2881,富邦金,2.43093922651934
聯發科 google 搜尋 如果系統沒有在數秒鐘後將您重新導向 請按一下這裡,1,2454,聯發科,5.571847507331378
儘管部分終端需求仍受成本與景氣循環干擾 但ai 資料中心 車用電子 小時前 下一頁 竹北 新竹縣竹北市根據你的 ip 位址 瞭解詳情登入設定隱私權服務條款深色主題 關閉,1,2454,聯發科,5.571847507331378
蔡力行嘆很艱難 預期q營收明顯下滑 魏鑫陽 新聞storm mg 小時前成本上揚衝擊首季手機營收聯發科 asic接棒成長 上市櫃旺得富理財網 小時前誰吃下ai大餅,1,2454,聯發科,5.571847507331378
聯發科蔡力行說重話了yahoo新聞 小時前聯發科asic今年營收拚衝億美元 日報工商時報 小時前法人調高聯發科目標價卻建議進場時機稍緩 原來是這原因經濟日報 小時前聯發科去年q雙率雙減 每股賺 元 全年eps達 元ettoday財經雲 小時前焦點股 聯發科 ai asic展望佳 外資全面上修目標價自由財經 小時前聯發科蹲低後跳高 去年q獲利探低 今年 低基期紅利 點燃 ai 爆發火種理財周刊 小時,1,2454,聯發科,5.571847507331378
全部新聞影片 圖片 地圖 書籍 搜尋工具 搜尋所有網站搜尋所有網站搜尋所有中文網頁搜尋繁體中文網頁近期近期 過去 小時 過去 小時 過去 週 過去 個月 過去 年封存依關聯性排序依關聯性排序按日期排序焦點新聞聯發科法說 手機市場變天警訊響起,1,2454,聯發科,5.571847507331378
